word,pos,hindi
Destabilise,verb,अस्थिर करना
Calamity,noun,आपदा
Distract,verb,ध्यान भटकाना
Catchment,noun,जलग्रहण क्षेत्र
Buffering capacity,noun,अवशोषण क्षमता
Accumulate,verb,एकत्र करना
Climate-resilient,adjective,जलवायु-अनुकूल
Attribute,noun,गुण
Denuded,adjective,वनरहित
Acclaim,verb,प्रशंसा करना
Beforehand,adverb,पहले से
De-escalate,verb,तनाव कम करना
Closeness,noun,निकटता
Although,conjunction,यद्यपि
Be on the mend,phrase,सुधर रहा
Engagement,noun,सहभागिता
Commemorative,adjective,स्मारक
Compatriot,noun,देशवासी
Comet,noun,पुच्छल तारा
Conquer,verb,जीतना
Confine,verb,सीमित करना
Blunt,adjective,स्पष्टवादी
Doctrine,noun,सिद्धांत
Entrench,verb,मजबूती से स्थापित करना
Contempt,noun,अवमानना
Conurbation,noun,महानगरीय क्षेत्र
Dense,adjective,सघन
Confinement,noun,कैद
Ecology,noun,पारिस्थितिकी
Distinguish,verb,अंतर करना
Chronically,adverb,लगातार
Bankroll,verb,वित्तपोषण करना
Curricula,noun,पाठ्यक्रम
Canine,adjective,कुत्ते संबंधी
Cruel,adjective,क्रूर
Blossom,verb,विकसित होना
Bear fruit,phrase,सफल होना
Boarding,noun,प्रवेश
Consequence,noun,परिणाम
Employee Stock Ownership Plan (ESOP),noun,कर्मचारी शेयर योजना
A magic pill,noun,जादुई समाधान
Champion,noun,समर्थक
AI-driven,adjective,एआई-संचालित
Complicate,verb,जटिल बनाना
Bearish,adjective,मंदी की प्रवृत्ति
Bear out,phrasal verb,पुष्टि करना
Coveted,adjective,वांछित
Application,noun,प्रयोग
Democratise,verb,सुलभ बनाना
Dissemination,noun,प्रसार
Employability,noun,रोजगार योग्यता
Comprehension,noun,समझ
Assimilation,noun,आत्मसात करना
Clear-eyed,adjective,यथार्थवादी
Ancient,adjective,प्राचीन
Alacrity,noun,उत्सुकता
Build (on),verb,आधार बनाना
Comprehensively,adverb,व्यापक रूप से
Balloon,verb,तेज़ी से बढ़ना
Compounded annual growth rate (CAGR),noun,चक्रवृद्धि वार्षिक वृद्धि दर
At some extent,phrase,कुछ हद तक
Derivate,noun,व्युत्पन्न
Common good,phrase,सार्वजनिक हित
Be long past,phrase,बहुत पहले बीत जाना
Admirable,adjective,प्रशंसनीय
Emerge,verb,उभरना
Carryover,noun,अंतरण
Be in the works,phrase,प्रगति में होना
Bureaucracy,noun,नौकरशाही
Edge computing,noun,एज कंप्यूटिंग
Critical,adjective,महत्वपूर्ण
Emergence,noun,उदय
Duopoly,noun,द्वि-अधिकार बाजार
Bazball style,noun,आक्रामक क्रिकेट शैली
Cramped,adjective,तंग
Amass,verb,एकत्र करना
Communally,adverb,सांप्रदायिक रूप से
Deliberate,adjective,जानबूझकर किया गया
Conspiracy,noun,षड्यंत्र
Demography,noun,जनसांख्यिकी
Disguised,adjective,छिपा हुआ
Dwell (on),verb,बार-बार सोचना
Account,noun,विवरण
Effectiveness,noun,प्रभावशीलता
Adversary,noun,प्रतिद्वंद्वी
Batter,verb,पीटना
Adversity,noun,विपत्ति
Draw (on),verb,सहारा लेना
Adaptation,noun,अनुकूलन
Draw the red lines,phrase,सीमा तय करना
Commemorate,verb,स्मरण करना
Centenary,noun,शताब्दी
A sticking point,phrase,बाधा बिंदु
Devoid (of),adjective,रहित
Clinch,verb,अंतिम रूप देना
Accusation,noun,आरोप
Constructive,adjective,रचनात्मक
Booming,adjective,तेज़ी से बढ़ता हुआ
Century,noun,शताब्दी
Break free,phrase,मुक्त होना
Abdominal,adjective,पेट संबंधी
Be on the rise,phrase,बढ़ रहा
Corollary,noun,परिणाम
Circumference,noun,परिधि
Correlation,noun,सहसंबंध
Endemic,adjective,स्थानिक
Diversion,noun,मोड़ना
A far cry,phrase,बिल्कुल अलग
Buffer stock,noun,बफर स्टॉक
Divert,verb,मोड़ना
Distillery,noun,आसवनी
As things stand,phrase,वर्तमान में
Affront,noun,अपमान
Appalling,adjective,भयावह
Discredited,adjective,बदनाम
Coastal,adjective,तटीय
Bombed-out,adjective,तबाह
Blockade,noun,नाकाबंदी
Complicit,adjective,संलिप्त
Atrocity,noun,क्रूरता
Creep up,phrasal verb,धीरे-धीरे बढ़ना
Ensnare,verb,फंसाना
Astonishment,noun,आश्चर्य
Brace,verb,तैयार होना
Dismay,verb,निराश करना
Bomb is ticking,phrase,संकट नजदीक है
Differences,noun,मतभेद
Embarrassed,adjective,शर्मिंदा
Ceremonial,adjective,औपचारिक
Diktat,noun,आदेश
Crude,adjective,अपरिष्कृत
Closed ranks,phrase,एकजुट होना
De-risk,verb,जोखिम कम करना
Egg on,phrasal verb,उकसाना
Encroach (on),verb,अतिक्रमण करना
Distasteful,adjective,अरुचिकर
Deceptive,adjective,भ्रामक
Atmosphere,noun,वातावरण
Censored,adjective,प्रतिबंधित
Asterisk,noun,तारा चिन्ह
Disadvantaged,adjective,वंचित
CAATSA,noun,अमेरिकी प्रतिबंध कानून
Capitalise (on),verb,लाभ उठाना
Downstream,noun,निचली धारा
Aggravate,verb,बदतर बनाना
Discharge,noun,उत्सर्जन
By all accounts,phrase,सभी सूत्रों के अनुसार
Counter (to),noun,प्रतिक्रिया
Break the ice,phrase,माहौल हल्का करना
Delimit,verb,सीमांकन करना
Against a backdrop of,phrase,की पृष्ठभूमि में
Constructively,adverb,रचनात्मक ढंग से
Economic leverage,noun,आर्थिक प्रभाव क्षमता
Corresponding,adjective,संबंधित
Bring someone to the negotiating table,phrase,बातचीत पर मजबूर करना
Employment-intensive,adjective,श्रम-गहन
Adopt,verb,अपनाना
At one’s lowest ebb,phrase,सबसे बुरे दौर में
Case in point,phrase,उदाहरण
Emphatic,adjective,दृढ़तापूर्ण
Alertness,noun,सतर्कता
Dismissive,adjective,उपेक्षापूर्ण
Chart one’s own course,phrase,अपना रास्ता खुद तय करना
As far as –––––––––– are concerned,phrase,के संबंध में
Downturn,noun,मंदी
Cast a shadow,phrase,प्रभाव डालना
Decisively,adverb,निर्णायक रूप से
Assertive,adjective,दृढ़
Categorise,verb,वर्गीकृत करना
Apportion,verb,बाँटना
Commentary,noun,विश्लेषण
Antisemitism,noun,यहूदी-विरोध
Biblical,adjective,विशाल
Bandit,noun,डाकू
Certainly,adverb,निश्चित रूप से
Disengagement,noun,अलगाव
A stumbling block,noun,बाधा
Calibrated,adjective,सुनियोजित
Advisory,noun,परामर्श
Deceased,adjective,मृत
A gender trope,noun,रूढ़िबद्ध लैंगिक चित्रण
Criteria,noun,मानदंड
